Sample ID,SampleType,DateTime Taken,Post Results,Public X,Public Y,Chloromethane (methyl chloride),Chloroethene (vinyl chloride),Bromomethane (methyl bromide),Chloroethane (ethyl chloride),Trichlorofluoromethane,Diethyl ether,"1,1-Dichloroethene",Acetone,Iodomethane,Carbon disulfide,3-Chloropropene (allyl chloride),Methylene chloride (DCM),"trans-1,2-Dichloroethene",Methyl tert-butyl ether (MTBE),"1,1-Dichloroethane","2,2-Dichloropropane","cis-1,2-Dichloroethene",2-Butanone (MEK),Methyl acrylate,Methacrylonitrile,Bromochloromethane,Tetrahydrofuran,Trichloromethane (chloroform),"1,1,1-Trichloroethane",1-Chlorobutane (butyl chloride),Carbon tetrachloride,"1,1-Dichloropropene",Benzene,"1,2-Dichloroethane",Trichloroethene,"1,2-Dichloropropane",Dibromomethane,Methyl methacrylate,Bromodichloromethane,2-Nitropropane,"cis-1,3-Dichloropropene",4-Methyl-2-pentanone (MIBK),Toluene,"trans-1,3-Dichloropropene",Ethyl methacrylate,"1,1,2-Trichloroethane",Tetrachloroethene,"1,3-Dichloropropane",2-Hexanone,Dibromochloromethane,"1,2-Dibromoethane (EDB)",Chlorobenzene,"1,1,1,2-Tetrachloroethane",Ethylbenzene,m/p-Xylene,o-Xylene,Styrene,Bromoform,Isopropylbenzene (cumene),Bromobenzene,"1,1,2,2-Tetrachloroethane","1,2,3-Trichloropropane (TCP)","trans-1,4-Dichloro-2-butene",n-Propylbenzene,2-Chlorotoluene,"1,3,5-Trimethylbenzene",4-Chlorotoluene,tert-Butylbenzene,Pentachloroethane,"1,2,4-Trimethylbenzene",1-Methylpropylbenzene (sec-butylbenzene),"1,3-Dichlorobenzene",4-Isopropyltoluene (p-cymene),"1,4-Dichlorobenzene",n-Butylbenzene,"1,2-Dichlorobenzene",Hexachloroethane,"1,2-Dibromo-3-chloropropane (DBCP)",Nitrobenzene,"1,2,4-Trichlorobenzene","Hexachloro-1,3-butadiene",Naphthalene,"1,2,3-Trichlorobenzene",SampleType_clean,Total trihalomethanes (TTHMs)
09-22-KDP-7,Tap Water,2023-09-22 15:37:53,,-156.30676373999654,20.761002934933188,,,,,,,,12.6027,,,,,,,,,,,,,,,74.2369,,,,,,,,,,,6.9603,,,,,,,,,,,2.7307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,83.92790000000001
09-25-KDP-2,Tap Water,2023-09-25 14:30:28,,-156.30132256062734,20.760280488564938,,,,,,,,,,,,,,,,,,10.0282,,,,12.8605,10.8977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,10.8977
09-25-KDP-3,Tap Water,2023-09-25 15:10:37,,-156.3120262926036,20.77620498150107,,,,,,,,,,,,,,,,,,,,,,,31.2233,,,,,,,,,,,8.0684,,,,,,,,,,,3.1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,42.4775
09-25-KDP-5,Tap water,2023-09-25 15:29:39,,-156.31036890675412,20.774021206145132,,,,,,,,,,,,,,,,,,,,,,,28.355,,,,,,,,,,,5.0193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,33.3743
09-26-JI-1,Tap Water,2023-09-26 09:37:03,,-156.68013262709852,20.90116932162488,,,,,,,,13.2191,,,,,,,,,,,,,,,39.3599,,,,,,,,,,,16.2939,,,,,,,,,,,12.0569,,,,,,,,7.2331,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,74.94380000000001
09-26-JI-3,Tap Water,2023-09-26 10:00:29,,-156.67989309870617,20.8990386155032,,,,,,,,,,,,,,,,,,,,,,,35.7749,,,,,,,,,,,14.8348,,,,,,,,,,,10.5622,,,,,,,,6.6803,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,67.85220000000001
09-26-JI-4,Tap Water,2023-09-26 10:10:43,,-156.68295730947864,20.902329568458704,,,,,,,,,,,,,,,,,,,,,,,35.4002,,,,,,,,,,,15.3078,,,,,,,,,,,11.2005,,,,,,,,8.0116,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,69.92009999999999
09-26-JI-5,Tap Water,2023-09-26 10:22:00,,-156.68129758713883,20.90246080259808,,,,,,,,5.1842,,,,,,,,,,,,,,,45.0083,,,,,,,,,,,17.1247,,,,,,,,,,,10.2074,,,,,,,,4.4864,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,76.82679999999999
09-26-JI-6,Tap Water,2023-09-26 10:32:20,,-156.68601626823266,20.89851537044844,,,,,,,,8.4825,,,,,,,,,,,,,,,45.5372,,,,,,,,,,,3.054,,,,,,,,,,,2.2391,,,,,,,,2.3477,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,53.178
9-26-JES-1,Tap Water,2023-09-26 13:18:42,,-156.68576947519952,20.949263636707133,,,,,,,,11.2181,,,,,,,,,,,,,,,38.3394,,,,,,,,,,,11.283,,,,,,,,,,,4.5442,,,,,,,,2.1407,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,56.3073
9-26-JES-2,Tap Water,2023-09-26 14:08:57,,-156.6845366160721,20.952796435606995,,,,,,,,4.3823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5339,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,2.5339
09-26-KDP-1,Tap Water,2023-09-26 14:20:42,,-156.30879432713766,20.76250136167355,,,,,,,,12.403,,,,,,,,,,,,,,,3.8735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,3.8735
09-26-KDP-2,Tap Water,2023-09-26 16:25:20,,-156.3094172477288,20.779013908301906,,,,,,,,6.9647,,,,,,,,,,,,,,,62.9747,,,,,,,,,,,7.728,,,,,,,,,,,2.0611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,72.7638
09-27-KDP-1,Tap Water,2023-09-27 16:33:17,,-156.32866931351262,20.743941188065826,,,,,,,,,,,,,,,,,,,,,,,3.9108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,3.9108
09-27-KDP-3,Tap Water,2023-09-27 16:37:09,,-156.30768878826947,20.7819851418613,,,,,,,,6.9206,,,,,,,,,,,,,,,29.3274,,,,,,,,,,,6.3591,,,,,,,,,,,2.0104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,37.6969
09-27-KDP-6,Tap Water,2023-09-27 16:51:59,,-156.31084180188577,20.778303955943297,,,,,,,,22.9134,,,,,,3.0089,,,,,,,,,45.3442,,,,,,,,,,,4.2346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,49.5788
09-27-KDP-8,Tap Water,2023-09-27 17:14:17,,-156.31188004751337,20.777030676153565,,,,,,,,,,,,,,,,,,,,,,,29.6341,,,,,,,,,,,4.8554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,34.4895
09-27-KDP-7,Tap Water,2023-09-27 18:04:33,,-156.31242736864422,20.77421430372937,,,,,,,,,,,,,,,,,,,,,,,31.4044,,,,,,,,,,,5.5091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,36.9135
09-27-KDP-9,Tap Water,2023-09-27 18:06:54,,-156.30943879591825,20.77649897423203,,,,,,,,7.4535,,,,,,,,,,,,,,,45.357,,,,,,,,,,,5.2886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,50.6456
09-27-KDP-10,Tap Water,2023-09-27 18:10:12,,-156.3120369069258,20.77983495689864,,,,,,,,,,,,,,,,,,,,,,,29.75,,,,,,,,,,,6.1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,35.8643
10-02-23-JI-01,Tap Water,2023-10-02 11:20:24,,-156.6823473913467,20.90253225114079,,,,,,,,19.9001,,,,,,,,,,,,,,,29.9544,,,,,,,,,,,14.2141,,,,,,,,,,,12.6606,,,,,,,,11.0816,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,67.91069999999999
10-02-23-JI-02,Tap Water,2023-10-02 11:35:07,,-156.68071202845977,20.901783252903588,,,,,,,,17.3977,,,,,,,,,,,,,,,31.8031,,,,,,,,,,,14.7462,,,,,,,,,,,12.606,,,,,,,,10.4679,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,69.6232
10-02-23-JI-03,Tap Water,2023-10-02 11:51:01,,-156.6828773046005,20.897928898697938,,,,,,,,25.0865,,,,,,,,,,,,,,,34.1916,,,,,,,,,,,15.3867,,,,,,,,,,,12.1093,,,,,,,,8.0733,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,69.76089999999999
10-02-KDP-1,Tap Water,2023-10-02 15:20:28,,-156.30905056648197,20.777069079653774,,,,,,,,6.4531,,,,,,,,,,,,,,,41.194,,,,,,,,,,,4.8756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,46.0696
10-02- KDP-4,Tap Water,2023-10-02 16:12:26,,-156.30779186047627,20.77497340246039,,,,,,,,8.7509,,,,,,,,,,,,,,,43.5208,,,,,,,,,,,5.8847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,49.4055
10-02-KDP-5,Tap Water ,2023-10-02 16:30:00,,-156.31562072482967,20.782119771035255,,,,,,,,20.6346,,,,,,,,,,,,,,,37.1726,,,,,,,,,,,4.5982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,41.7708
10-02-KDP-6,Tap Water,2023-10-02 16:49:14,,-156.31886761152347,20.78349273615992,,,,,,,,16.7863,,,,,,,,,,,,,,,33.4206,,,,,,,,,,,5.3209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,38.7415
10-2-KDP-8,Tap Water,2023-10-02 17:05:59,,-156.3158265062442,20.77972587925642,,,,,,,,,,,,,,,,,,,,,,,36.9577,,,,,,,,,,,3.4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,40.441500000000005
10-02-KDP-9,Tap Water,2023-10-02 17:18:44,,-156.31665979109002,20.785201878605893,,,,,,,,29.1084,,,,,,,,,,,,,,,46.8263,,,,,,,,,,,4.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,51.7723
10-02-KDP-10,Tap Water,2023-10-02 18:39:03,,-156.30337843899196,20.778499467386467,,,,,,,,33.9091,,,,,,,,,,,,,,,44.6607,,,,,,,,,,,5.2377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,49.898399999999995
10-03-23-JI-01,Tap Water,2023-10-03 10:55:46,,-156.68223159726887,20.90176317794984,,,,,,,,52.5921,,,,,,,,,,,,,,,46.1346,,,,,,,,,,,14.9655,,,,,,,,,,,5.3709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,66.471
10-03-23-JI-02,Tap Water,2023-10-03 11:12:07,,-156.6784832301302,20.89931025959839,,,,,,,,74.8581,,,,,,,,,,,,,,,51.2503,,,,,,,,,,,7.3984,,,,,,,,,,,7.4977,,,,,,,,10.2007,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,76.34710000000001
10-03-23-JI-03,Tap Water,2023-10-03 11:25:02,,-156.68287226475283,20.901656150649412,,,,,,,,29.1338,,,,,,,,,,,,,,,42.0963,,,,,,,,,,,14.5841,,,,,,,,,,,5.7177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,62.3981
10-03-23-JI-04,Tap Water,2023-10-03 11:38:53,,-156.68131812670416,20.89915441273539,,,,,,,,18.2659,,,,,,,,,,,,,,,45.144,,,,,,,,,,,16.6517,,,,,,,,,,,7.9212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,69.7169
10-03-23-JL-05,Tap Water,2023-10-03 00:00:00,,-156.6826406850128,20.89902798911429,,,,,,,,16.6751,,,,,,,,,,,,,,,47.3547,,,,,,,,,,,16.1942,,,,,,,,,,,6.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,70.0409
10-03-JES-5,Tap Water,2023-10-03 11:46:47,,-156.68045129145625,20.95898115216225,,,,,,,,9.1156,,,,,,,,,,,,,,,20.9921,,,,,,,,,,,7.0426,,,,,,,,,,,4.131,,,,,,,,6.7671,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,38.9328
10-03-JES-6,Tap Water,2023-10-03 12:09:51,,-156.66894461111232,20.98530328013936,,,,,,,,18.4111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7371,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,4.7371
10-03-JES-9,Tap Water,2023-10-03 13:06:40,,-156.6623782835812,20.98473808293133,,,,,,,,18.0431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7214,,,,,,,,33.9244,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,42.645799999999994
10-03-JES-10,Tap Water,2023-10-03 14:01:25,,-156.63519183401752,20.848200399291677,,,,,,,,9.6893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5504,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,5.5504
10-03-JES-13,Tap Water,2023-10-03 14:30:36,,-156.63161662761885,20.849944114409507,,,,,,,,12.6889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4084,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,5.4084
10-03-JES-14,Tap Water,2023-10-03 15:07:44,,-156.6768470565232,20.877219864475833,,,,,,,,10.6154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9138,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,6.9138
10-03-JES-16,Tap Water,2023-10-03 16:24:30,,-156.68800285974325,20.951236481907657,,,,,,,,10.4144,,,,,,,,,,,,,,,40.3645,,,,,,,,,,,11.5777,,,,,,,,,,,2.8949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,54.8371
10-04-JES-19,Tap Water,2023-10-04 10:17:46,,-156.68947557803295,20.94578045003136,,,,,,,,34.7213,,,,,,,,,,,,,,,47.1421,,,,,,,,,,,12.2144,,,,,,,,,,,2.6545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,62.010999999999996
10-04-JES-21,Tap Water,2023-10-04 11:01:14,,-156.67909032330337,20.898949598294905,,,,,,,,16.2398,,,,,,,,,,,,,,,44.9127,,,,,,,,,,,14.8015,,,,,,,,,,,5.0307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,64.7449
10-04-JES-22,Tap Water,2023-10-04 12:11:17,,-156.67678018401915,20.8869049000902,,,,,,,,36.2476,,,,,,,,,,,,,,,17.5941,,,,,,,,,,,7.5303,,,,,,,,,,,2.9958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,28.1202
10-04-JES-25,Tap Water,2023-10-04 13:12:58,,-156.6414910709434,20.845930126023273,,,,,,,,6.0778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4699,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,9.4699
10-04-KDP-1,Tap Water,2023-10-04 13:24:34,,-156.31205733126845,20.781068427443063,,,,,,,,,,,,,,,,,,,,,,,33.6554,,,,,,,,,,,4.4758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,38.1312
10-04-KDP-3,Tap Water,2023-10-04 14:36:43,,-156.32752389150718,20.79003758726337,,,,,,,,26.8618,,,,,,,,,,,,,,,32.8338,,,,,,,,,,,4.2682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,37.102
10-04-KDP-4,Tap Water,2023-10-04 14:38:01,,-156.30420443136362,20.77456876079701,,,,,,,,8.5489,,,,,,,,,,,,,,,45.6448,,,,,,,,,,,2.8623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,48.507099999999994
10-04-JES-26,Tap Water,2023-10-04 15:07:52,,-156.67074872631017,20.88440373503663,,,,,,,,21.2511,,,,,,,,,,,,,,,16.6584,,,,,,,,,,,7.7653,,,,,,,,,,,3.1568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,27.5805
10-04-KDP-5,Tap Water,2023-10-04 15:16:37,,-156.30731012465466,20.778977833701315,,,,,,,,18.0799,,,,,,,,,,,,,,,47.0004,,,,,,,,,,,4.2557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,51.256099999999996
10-04-KDP-7,Tap Water,2023-10-04 15:19:00,,-156.3196167783464,20.780253413574037,,,,,,,,24.6733,,,,,,,,,,,,,,,38.0363,,,,,,,,,,,5.0456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,43.0819
10-9-23-JI-01,Tap Water,2023-10-09 09:29:00,,-156.66781086987075,20.883998830657823,,,,,,,,6.1333,,,,,,,,,,,,,,,7.3979,,,,,,,,,,,5.8607,,,,,,,,,,,2.9912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,16.2498
10-9-23-JI-02,Tap Water,2023-10-09 10:04:22,,-156.68509879426813,20.89903213146036,,,,,,,,13.3334,,,,,,,,,,,,,,,40.0372,,,,,,,,,,,15.3096,,,,,,,,,,,4.6887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,60.0355
10-9-23-JI-03,Tap Water,2023-10-09 10:27:51,,-156.68120788643097,20.902426718940664,,,,,,,,6.1811,,,,,,,,,,,,,,,40.1379,,,,,,,,,,,14.3678,,,,,,,,,,,4.3569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,58.8626
10-9-23-JI-04,Tap Water,2023-10-09 10:51:39,,-156.68009147688466,20.90307732416051,,,,,,,,8.242,,,,,,,,,,,,,,,43.2032,,,,,,,,,,,16.6781,,,,,,,,,,,5.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,65.5203
10-3-23-JI-05,Tap Water,2023-10-09 11:44:56,,-156.682772472174,20.902995201383103,,,,,,,,9.4437,,,,,,,,,,,,,,,37.951,,,,,,,,,,,14.5524,,,,,,,,,,,4.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,57.2274
10-10-23-JI-01,Tap Water,2023-10-10 08:09:23,,-156.68153559005893,20.89981756110158,,,,,,,,25.4181,,,,,,,,,,,,,,,42.5147,,,,,,,,,,,15.5209,,,,,,,,,,,7.0789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,65.11449999999999
10-10-23-JI-02,Tap Water,2023-10-10 08:22:21,,-156.67920778565056,20.898374212429847,,,,,,,,23.2717,,,,,,,,,,,,,,,62.9478,,,,,,,,,,,18.78,,,,,,,,,,,7.0219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,88.7497
10-10-23-JI-03,Tap Water,2023-10-10 08:31:17,,-156.678090866256,20.901495000887632,,,,,,,,36.8503,,,,,,,,,,,,,,,50.2325,,,,,,,,,,,18.2568,,,,,,,,,,,8.5465,,,,,,,,1.117,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,78.1528
10-10-23-JI-04,Tap Water,2023-10-10 08:48:25,,-156.68000954427242,20.876371719825368,,,,,,,,41.2477,,,,,,,,,,,,,,,39.1619,,,,,,,,,,,14.5607,,,,,,,,,,,5.9214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,59.644000000000005
10-10-23-JI-05,Tap Water,2023-10-10 09:13:40,,-156.68275379739612,20.902267165863808,,,,,,,,52.8314,,,,,,,,,,,,,,,34.177,,,,,,,,,,,12.5401,,,,,,,,,,,4.5691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,51.2862
10-12-23-JI-01,Tap Water,2023-10-12 12:09:42,,-156.67894454964326,20.899948201517244,,,,,,,,21.6683,,,,,,,,,,,,,,,32.1047,,,,,,,,,,,13.0497,,,,,,,,,,,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,50.4844
10-12-23-JI-02,Tap Water,2023-10-12 12:23:58,,-156.6818831302781,20.901694298857585,,,,,,,,28.206,,,,,,,,,,,,,,,31.3511,,,,,,,,,,,13.0393,,,,,,,,,,,4.8862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,49.2766
10-12-23-JI-03,Tap Water,2023-10-12 12:31:45,,-156.6804741826861,20.903698475123665,,,,,,,,25.5856,,,,,,,,,,,,,,,29.0068,,,,,,,,,,,11.6895,,,,,,,,,,,4.3668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,45.0631
10-12-23-JI-04,Tap Water,2023-10-12 12:53:06,,-156.67870474364514,20.901549798600374,,,,,,,,27.029,,,,,,,,,,,,,,,31.2316,,,,,,,,,,,12.1207,,,,,,,,,,,4.9497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,48.302
10-13-23-JI-01,Tap Water,2023-10-13 08:06:33,,-156.68143376371302,20.902094272257784,,,,,,,,9.2156,,,,,,,,,,,,,,,32.2953,,,,,,,,,,,13.6753,,,,,,,,,,,5.9481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,51.9187
10-13-23-JI-02,Tap Water,2023-10-13 08:29:33,,-156.68461500274628,20.902166007881387,,,,,,,,22.6879,,,,,,,,,,,,,,,33.9222,,,,,,,,,,,14.0872,,,,,,,,,,,5.8573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,53.866699999999994
10-13-23-JI-03,Tap Water,2023-10-13 08:48:55,,-156.68017622376328,20.889680477231938,,,,,,,,12.4882,,,,,,,,,,,,,,,18.9978,,,,,,,,,,,9.1606,,,,,,,,,,,4.8872,,,,,,,,1.1173,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,34.1629
10-13-23-JI-04,Tap Water,2023-10-13 09:31:20,,-156.66492307717476,20.8886581449537,,,,,,,,18.9793,,,,,,,,,,,,,,,5.631,,,,,,,,,,,5.0128,,,,,,,,,,,3.5476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,14.191400000000002
10-13-23-JI-05,Tap Water,2023-10-13 09:33:15,,-156.66708403786572,20.88576825580451,,,,,,,,11.5275,,,,,,,,,,,,,,,4.7656,,,,,,,,,,,4.3663,,,,,,,,,,,3.1317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,12.2636
10-17-KDP-1,Tap Water,2023-10-17 14:33:05,,-156.31283168293447,20.764973730733583,,,,,,,,8.9909,,,,,,,,,,,,,,,51.3046,,,,,,,,,,,3.4492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,54.7538
10-17-KDP-2,Tap Water,2023-10-17 14:48:25,,-156.30807038054476,20.762278250749475,,,,,,,,2.8073,,,,,,,,,,,,,,,4.4091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,4.4091
10-17-JES-01,Tap Water,2023-10-17 16:12:51,,-156.68039317414053,20.901475039386153,,,,,,,,4.7825,,,,,,,,,,,,,,,29.7458,,,,,,,,,1.4979,,9.7713,,,,,,,,,,,5.8474,,,,,,,,3.7752,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,49.139700000000005
10-17-KDP-4,Tap Water,2023-10-17 16:34:05,,-156.30194013053324,20.76569352095199,,,,,,,,9.4004,,,,,,,,,,,,,,,1.9854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,1.9854
10-17-JES-03,Tap Water,2023-10-17 17:18:14,,-156.67906272495645,20.898897751888537,,,,,,,,2.8262,,,,,,,,,,,,,,,46.1866,,,,,,,,,,,15.5686,,,,,,,,,,,6.3463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,68.1015
10-17-JES-04,Tap Water,2023-10-17 17:20:19,,-156.68548904839167,20.884631151217015,,,,,,,,6.7039,,,,,,,,,,,,,,,32.5913,,,,,,,,,,,11.7224,,,,,,,,,,,5.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,49.6977
10-17-JES-06,Tap Water,2023-10-17 17:40:43,,-156.68372139716945,20.882729133423183,,,,,,,,4.4889,,,,,,,,,,,,,,,15.6639,,,,,,,,,,,8.87,,,,,,,,,,,4.9208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,29.4547
10-17-JES-07,Tap Water,2023-10-17 17:59:30,,-156.6829593480872,20.88363815581016,,,,,,,,4.6774,,,,,,,,,,,,,,,19.336,,,,,,,,,1.0,,9.3845,,,,,,,,,,,5.745,,,,,,,,2.6352,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,37.1007
