Sample ID,SampleType,DateTime Taken,Post Results,Public X,Public Y,Chloromethane (methyl chloride),Chloroethene (vinyl chloride),Bromomethane (methyl bromide),Chloroethane (ethyl chloride),Trichlorofluoromethane,Diethyl ether,"1,1-Dichloroethene",Acetone,Iodomethane,Carbon disulfide,3-Chloropropene (allyl chloride),Methylene chloride (DCM),"trans-1,2-Dichloroethene",Methyl tert-butyl ether (MTBE),"1,1-Dichloroethane","2,2-Dichloropropane","cis-1,2-Dichloroethene",2-Butanone (MEK),Methyl acrylate,Methacrylonitrile,Bromochloromethane,Tetrahydrofuran,Trichloromethane (chloroform),"1,1,1-Trichloroethane",1-Chlorobutane (butyl chloride),Carbon tetrachloride,"1,1-Dichloropropene",Benzene,"1,2-Dichloroethane",Trichloroethene,"1,2-Dichloropropane",Dibromomethane,Methyl methacrylate,Bromodichloromethane,2-Nitropropane,"cis-1,3-Dichloropropene",4-Methyl-2-pentanone (MIBK),Toluene,"trans-1,3-Dichloropropene",Ethyl methacrylate,"1,1,2-Trichloroethane",Tetrachloroethene,"1,3-Dichloropropane",2-Hexanone,Dibromochloromethane,"1,2-Dibromoethane (EDB)",Chlorobenzene,"1,1,1,2-Tetrachloroethane",Ethylbenzene,m/p-Xylene,o-Xylene,Styrene,Bromoform,Isopropylbenzene (cumene),Bromobenzene,"1,1,2,2-Tetrachloroethane","1,2,3-Trichloropropane (TCP)","trans-1,4-Dichloro-2-butene",n-Propylbenzene,2-Chlorotoluene,"1,3,5-Trimethylbenzene",4-Chlorotoluene,tert-Butylbenzene,Pentachloroethane,"1,2,4-Trimethylbenzene",1-Methylpropylbenzene (sec-butylbenzene),"1,3-Dichlorobenzene",4-Isopropyltoluene (p-cymene),"1,4-Dichlorobenzene",n-Butylbenzene,"1,2-Dichlorobenzene",Hexachloroethane,"1,2-Dibromo-3-chloropropane (DBCP)",Nitrobenzene,"1,2,4-Trichlorobenzene","Hexachloro-1,3-butadiene",Naphthalene,"1,2,3-Trichlorobenzene",SampleType_clean,Total trihalomethanes (TTHMs)
10-18-23-JI-01,Tap Water,2023-10-18 07:57:57,,-156.68400118499915,20.90288740209204,,,,,,,,4.5131,,,,,,,,,,,,,,,25.0274,,,,,,,,,,,12.1207,,,,,,,,,,,5.7085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,42.8566
10-18-KDP-1,Tap Water,2023-10-18 13:49:11,,-156.30353204252316,20.77196286726784,,,,,,,,4.2284,,,,,,,,,,,,,,,3.0177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,3.0177
10-18-KDP-2,Tap Water,2023-10-18 13:50:53,,-156.31106082471922,20.76611682821382,,,,,,,,7.4645,,,,,,,,,,,,,,,82.1658,,,,,,,,,,,7.7355,,,,,,,,,,,2.7419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,92.64320000000001
10-18-KDP-4,Tap Water,2023-10-18 14:54:20,,-156.3117550292031,20.781680125168663,,,,,,,,5.7709,,,,,,,,,,8.5058,,,,8.3645,58.3138,,,,,,,,,,,7.1575,,,,,,,,,,,1.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,67.3933
10-18-KDP-5,Tap Water,2023-10-18 14:57:06,,-156.31384340338263,20.779280288157683,,,,,,,,,,,,,,,,,,,,,,,21.1937,,,,,,,,,,,5.5145,,,,,,,,,,,2.7956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,29.5038
10-18-KDP-6,Tap Water,2023-10-18 15:00:04,,-156.31425210243498,20.78138810033121,,,,,,,,3.9559,,,,,,,,,,,,,,,39.8413,,,,,,,,,,,9.3021,,,,,,,,,,,4.3422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,53.4856
10-18-KDP-7,Tap Water,2023-10-18 15:02:46,,-156.3143153619692,20.78011751527898,,,,,,,,1.8116,,,,,,,,,,,,,,,36.9361,,,,,,,,,,,7.8382,,,,,,,,,,,3.5638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,48.338100000000004
10-20-23-JI-01,Tap Water,2023-10-20 20:30:35,,-156.68169169862784,20.902865441963037,,,,,,,,,,,,,,,,,,,,,,,21.0881,,,,,,,,,,,15.4994,,,,,,,,,,,17.7881,,,,,,,,17.0278,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,71.4034
10-20-23-JI-02,Tap Water,2023-10-20 20:35:54,,-156.68185357670575,20.902394769467072,,,,,,,,2.7578,,,,,,,,,,,,,,,12.7804,,,,,,,,,,,8.8094,,,,,,,,,,,10.3383,,,,,,,,12.0497,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,43.9778
10-20-23-JI-05,Tap Water,2023-10-20 20:38:41,,-156.681975195232,20.90111397053499,,,,,,,,,,,,,,,,,,,,,,,18.7933,,,,,,,,,,,11.7328,,,,,,,,,,,10.8566,,,,,,,,8.4112,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,49.793899999999994
10-20-CKS-1,Tap Water,2023-10-20 22:02:18,,-156.31301573139146,20.937117382483244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,0.0
10-21-23-JI-01,Tap Water,2023-10-21 08:15:31,,-156.67906994387943,20.898868140122616,,,,,,,,,,,,,,,,,,,,,,,21.1567,,,,,,,,,,,15.83,,,,,,,,,,,21.9922,,,,,,,,22.4247,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,81.4036
10-24-KDP-1,Tap Water,2023-10-24 12:56:48,,-156.31262925250118,20.758160722854463,,,,,,,,5.4863,,,,,,,,,,,,,,,2.7621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,2.7621
10-24-KDP-2,Tap Water,2023-10-24 13:06:01,,-156.30899801134012,20.753626288819095,,,,,,,,8.2125,,,,,,,,,,,,,,,2.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,2.915
10-24-KDP-3,Tap Water,2023-10-24 13:35:10,,-156.3083607287756,20.758869985114284,,,,,,,,6.3227,,,,,,,,,,,,,,,3.1189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,3.1189
10-24-KDP-4,Tap Water,2023-10-24 14:08:36,,-156.312991443601,20.75291105362662,,,,,,,,9.6142,,,,,,,,,,,,,,,2.4956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,2.4956
10-24-KDP-7,Tap Water,2023-10-24 14:34:59,,-156.31725564545113,20.75359823209621,,,,,,,,7.7057,,,,,,,,,,,,,,,2.6326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,2.6326
10-25-KDP-1,Tap Water,2023-10-25 12:26:21,,-156.30930128273567,20.75374677824593,,,,,,,,7.5162,,,,,,,,,,,,,,,2.3753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,2.3753
10-25-KDP-4,Tap Water,2023-10-25 13:32:23,,-156.31259767565606,20.777053473242944,,,,,,,,1.8573,,,,,,,,,,,,,,,1.4764,,,,,,,,,,,3.2668,,,,,,,,,,,11.0656,,,,,,,,15.9329,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,31.7417
10-25-KDP-6,Tap Water,2023-10-25 13:37:20,,-156.30956637288313,20.776149281227102,,,,,,,,3.6982,,,,,,,,,,,,,,5.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,0.0
10-27-23-JI-01,Tap Water,2023-10-27 13:32:35,,-156.681066385022,20.90183033047452,,,,,,,,3.2077,,,,,,,,,,,,,,,11.4679,,,,,,,,,,,8.7178,,,,,,,,,,,10.7832,,,,,,,,13.9934,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,44.9623
10-27-23-JI-02,Tap Water,2023-10-27 13:34:09,,-156.6812052465808,20.901812499689655,,,,,,,,4.529,,,,,,,,,,,,,,,12.4584,,,,,,,,,,,7.8563,,,,,,,,,,,9.183,,,,,,,,11.6125,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,41.1102
10-27-23-JI-03,Tap Water,2023-10-27 19:31:38,,-156.68365426062064,20.898399971029296,,,,,,,,20.7003,,,,,,,,,,,,,,,12.2489,,,,,,,,,,,9.1404,,,,,,,,,,,10.8157,,,,,,,,13.6483,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,45.8533
10-28-JES-02,Tap Water,2023-10-28 14:55:43,,-156.68107990437153,20.88290139380299,,,,,,,,3.2691,,,,,,,,,,,,,,,14.7845,,,,,,,,,,,10.4465,,,,,,,,,,,6.444,,,,,,,,1.3171,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,32.9921
10-28-JES-03,Tap Water,2023-10-28 15:27:17,,-156.6693101428177,20.88791730828,,,,,,,,4.086,,,,,,,,,,,,,,,4.7989,,,,,,,,,,,4.3906,,,,,,,,,,,3.1781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,12.3676
10-28-JES-04,Tap Water,2023-10-28 15:54:03,,-156.66843190831716,20.889604597800226,,,,,,,,1.9697,,,,,,,,,,,,,,,6.3686,,,,,,,,,,,4.9493,,,,,,,,,,,3.4426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,14.7605
10-28-JES-05,Tap Water,2023-10-28 16:21:26,,-156.6651551118948,20.8848604914905,,,,,,,,4.65,,,,,,,,,,,,,,,7.1218,,,,,,,,,,,5.7559,,,,,,,,,,,3.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,16.631700000000002
10-28-JES-06,Tap Water,2023-10-28 16:56:31,,-156.66296613330212,20.887678201266404,,,,,,,,3.8897,,,,,,,,,,,,,,,5.0787,,,,,,,,,,,4.9328,,,,,,,,,,,3.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,13.538500000000003
10-28-JES-07,Tap Water,2023-10-28 17:21:14,,-156.68200826921228,20.900029122669658,,,,,,,,3.0989,,,,,,,,,,3.4471,,,,11.9182,13.3321,,,,,,,,,,,11.5968,,,,,,,,,,,16.122,,,,,,,,19.8299,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,60.880799999999994
10-28-JES-08,Tap Water,2023-10-28 17:38:09,,-156.6800939307074,20.898475897315485,,,,,,,,3.1387,,,,,,,,,,,,,,,11.1901,,,,,,,,,,,9.4369,,,,,,,,,,,12.721,,,,,,,,16.4524,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,49.800399999999996
11-6-KDP-1,Tap Water,2023-11-06 13:19:13,,-156.32390799375784,20.78819085071815,,,,,,,,7.3114,,,,,,,,,,,,,,,2.4272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,2.4272
11-6-KDP-2,Tap Water,2023-11-06 13:21:31,,-156.32343619946087,20.784711054640024,,,,,,,,8.2192,,,,,,,,,,,,,,,2.6238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,2.6238
11-6-KDP-4,Tap Water,2023-11-06 13:43:07,,-156.32606108353235,20.78853504488262,,,,,,,,9.032,,,,,,,,,,,,,,,2.5218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,2.5218
11-6-KDP-7,Tap Water,2023-11-06 14:40:26,,-156.32609803297194,20.762580439410925,,,,,,,,11.663,,,,,,,,,,,,,,,9.7776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,9.7776
11-7-KDP-1,Tap Water,2023-11-07 12:30:34,,-156.32273224470993,20.751952111334667,,,,,,,,1.9879,,,,,,,,,,,,,,,2.7639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,2.7639
11-7-KDP-3,Tap Water,2023-11-07 13:03:11,,-156.32613140151565,20.759823656748427,,,,,,,,13.487,,,,,,,,,,2.4612,,,,,2.9151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,2.9151
11-07-CKS-1,Tap Water,2023-11-07 13:09:54,,,,,,,,,,,3.4139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,0.0
11-07-CKS-4,Tap Water,2023-11-07 13:43:02,,-156.30531766706295,20.9028009573626,,,,,,,,3.1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,0.0
11-07-CKS-7,Tap Water,2023-11-07 15:27:41,,-156.27970299414795,20.92263195467945,,,,,,,,5.0595,,,,,,,,,,,,,,,1.2324,,,,,,,,,,,1.5234,,,,,,,,,,,1.6201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,4.375900000000001
11-6-KDP-9,Tap Water,2023-11-07 15:51:19,,-156.31512095317322,20.78349010849984,,,,,,,,7.4016,,,,,,,,,,1.8852,,,,,22.0372,,,,,,,,,,,2.8704,,,,,,,,,,,2.5014,,,,,,,,1.2311,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,28.640099999999997
11-8-KDP-1,Tap Water,2023-11-08 00:00:00,,-156.31040734521548,20.77910065744956,,,,,,,,3.6462,,,,,,,,,,,,,,,10.0321,,,,,,,,,,,3.4469,,,,,,,,,,,1.831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,15.309999999999999
11-9-23-JI-04,Tap Water,2023-11-09 10:54:23,,-156.65634454390448,21.0017881470947,,,,,,,,8.6718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6189,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,1.6189
11-9-23-JI-03,Tap Water,2023-11-09 10:58:15,,-156.68703174071115,20.885542745546083,,,,,,,,14.6587,,,,,,,,,,,,,,,6.3552,,,,,,,,,,,6.1661,,,,,,,,,,,4.1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,16.64
11-9-23-JI-02,Tap Water,2023-11-09 11:15:46,,-156.68321198566457,20.902361997716618,,,,,,,,10.5911,,,,,,,,,,,,,,,8.3394,,,,,,,,,,,8.7864,,,,,,,,,,,12.2509,,,,,,,,12.5281,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,41.9048
11-9-KDP-1,Tap Water,2023-11-10 11:44:08,,-156.31800335988223,20.75175302453244,,,,,,,,12.1669,,,,,,,,,,,,,,,2.2131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,2.2131
11-9-KDP-3,Tap Water,2023-11-09 00:00:00,,-156.31748762476096,20.754508512060088,,,,,,,,13.2429,,,,,,,,,,,,,,,1.8893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,1.8893
11-9-KDP-4,Tap Water,2023-11-09 00:00:00,,-156.3097595378688,20.775776867514814,,,,,,,,,,,,,,,,,,,,,,,1.9301,,,,,,,,,,,4.6227,,,,,,,,,,,10.1896,,,,,,,,10.0844,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,26.826800000000002
11-9-KDP-5,Tap Water,2023-11-09 00:00:00,,-156.3068545174662,20.775510460135475,,,,,,,,7.2337,,,,,,,,,,,,,,13.6146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,0.0
11-13-23-JI-14,Tap Water,2023-11-13 14:40:20,,-156.68298921099358,20.88190459226162,,,,,,,,15.7217,,,,,,,,,,,,,,,14.4605,,,,,,,,,,,5.0057,,,,,,,,,,,6.6987,,,,,,,,9.6161,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,35.781
11-13-23-JI-13,Tap Water,2023-11-13 14:40:20,,-156.68252245395703,20.88243836177149,,,,,,,,24.3209,,,,,,,,,,,,,,,13.9942,,,,,,,,,,,5.0529,,,,,,,,,,,7.3269,,,,,,,,9.3389,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,35.7129
11-13-23-JI-11,Tap Water,2023-11-13 14:43:43,,-156.68194375085477,20.880989891754123,,,,,,,,2.8162,,,,,,,,,,,,,,,15.8359,,,,,,,,,,,11.7395,,,,,,,,,,,10.9405,,,,,,,,1.4986,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,40.0145
11-13-23-JI-10,Tap Water,2023-11-13 14:48:12,,-156.68607770116304,20.884956323958537,,,,,,,,26.3369,,,,,,,,,,,,,,,15.8317,,,,,,,,,,,8.3858,,,,,,,,,,,3.8951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,28.1126
11-13-23-JI-09,Tap Water,2023-11-13 14:48:12,,-156.6833469070377,20.8825294433524,,,,,,,,49.548,,,,,,,,,,,,,,,17.1689,,,,,,,,,,,9.3445,,,,,,,,,,,5.0404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,31.553800000000003
11-13-23-JI-08,Tap Water,2023-11-13 14:50:53,,-156.68394646557624,20.881184647863886,,,,,,,,32.6738,,,,,,,,,,,,,,,14.4473,,,,,,,,,,,7.9376,,,,,,,,,,,3.6611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,26.046
11-13-23-JI-07,Tap Water,2023-11-13 14:50:53,,-156.68301848053454,20.88485904740518,,,,,,,,38.2767,,,,,,,,,,,,,,,17.9509,,,,,,,,,,,9.5965,,,,,,,,,,,4.9225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,32.4699
11-13-23-JI-06,Tap Water,2023-11-13 14:53:20,,-156.68294153232796,20.881424094340503,,,,,,,,19.4612,,,,,,,,,,,,,,,15.8293,,,,,,,,,,,8.9475,,,,,,,,,,,4.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,29.2758
11-13-23-JI-05,Tap Water,2023-11-13 14:53:20,,-156.68552912288587,20.88179674265045,,,,,,,,38.9349,,,,,,,,,,,,,,,17.374,,,,,,,,,,,10.0366,,,,,,,,,,,4.9554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,32.366
11-13-23-JI-04,Tap Water,2023-11-13 14:55:34,,-156.68599499688358,20.88122564552739,,,,,,,,22.6407,,,,,,,,,,,,,,,16.212,,,,,,,,,,,8.8388,,,,,,,,,,,4.4607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,29.5115
11-13-23-JI-03,Tap Water,2023-11-13 14:55:34,,-156.68457033412594,20.88125663984777,,,,,,,,19.2369,,,,,,,,,,,,,,,10.0519,,,,,,,,,,,4.583,,,,,,,,,,,1.9763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,16.6112
11-13-23-JI-02,Tap Water,2023-11-13 14:57:55,,-156.68727658234863,20.884535808980218,,,,,,,,13.4251,,,,,,,,,,,,,,,15.2334,,,,,,,,,,,8.3176,,,,,,,,,,,4.1597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,27.7107
11-13-23-JI-01,Tap Water,2023-11-13 14:57:55,,-156.6874546200061,20.88105434293577,,,,,,,,10.2664,,,,,,,,,,,,,,,15.6311,,,,,,,,,,,8.3939,,,,,,,,,,,4.2185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,28.2435
11-15-KDP-1,Tap Water,2023-11-15 16:22:28,,-156.31700730516388,20.75434683758047,,,,,,,,8.5782,,,,,,,,,,,,,,,2.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,2.692
11-15-KDP-3,Tap Water,2023-11-15 16:25:06,,-156.32299628288163,20.74301063201787,,,,,,,,6.8455,,,,,,,,,,,,,,1.1177,1.4523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,1.4523
11-15-KDP-5,Tap Water,2023-11-15 16:54:51,,-156.31707530955865,20.738581951927504,,,,,,,,9.5617,,,,,,,,,,,,,,,1.2393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,1.2393
11-15-KDP-7,Tap Water,2023-11-15 17:15:59,,-156.31313051246153,20.74061863129598,,,,,,,,26.8271,,,,,,,,,,,,,,,8.7925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,8.7925
11-15-KDP-8,Tap Water,2023-11-15 18:19:56,,-156.30763775184525,20.74636901164404,,,,,,,,6.4334,,,,,,,,,,,,,,,2.2724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,2.2724
11-16-KDP-1,Tap Water,2023-11-16 13:36:11,,-156.317138135514,20.750734464489135,,,,,,,,4.2212,,1.3282,,,,,,,,,,,,3.4294,1.7626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,1.7626
11-16-KDP-3,Tap Water,2023-11-16 13:38:35,,-156.31405404613272,20.747450841091304,,,,,,,,24.5002,,,,,,1.4925,,,,,,,,,3.2456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,3.2456
11-16-KDP-4,Tap Water,2023-11-17 06:54:24,,-156.31574294578442,20.747880736152347,,,,,,,,7.4412,,,,,,,,,,8.1376,,,,31.956,2.1532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,2.1532
11-16-KDP-5,Tap Water,2023-11-17 07:00:47,,-156.31735237803235,20.74964675711479,,,,,,,,44.0985,,,,,,,,,,,,,,,17.4029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,17.4029
11-16-KDP-6,Tap Water,2023-11-17 07:12:04,,-156.31715970292606,20.740310533357633,,,,,,,,6.6599,,,,,,,,,,,,,,,1.8918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,1.8918
11-17-23-JI-04,Tap Water,2023-11-17 10:04:32,,-156.6855128676957,20.884014314385624,,,,,,,,63.6334,,,,,,,,,,,,,,,17.0808,,,,,,,,,,,7.5778,,,,,,,,,,,4.0408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,28.6994
11-17-23-JI-03,Tap Water,2023-11-17 10:04:32,,-156.68408098234232,20.883448517100337,,,,,,,,121.9508,,,,,,,,,,,,,,,15.2015,,,,,,,,,,,10.1336,,,,,,,,,,,8.8761,,,,,,,,6.3945,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,40.6057
11-17-23-JI-01,Tap Water,2023-11-17 10:06:39,,-156.67912605400338,20.898325267413004,,,,,,,,146.8591,,,,,,,,,,,,,,,9.0108,,,,,,,,,,,10.0021,,,,,,,,,,,11.8508,,,,,,,,9.3464,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,40.2101
11-17-23-JI-06,Tap Water,2023-11-17 14:44:34,,-156.68199963311,20.90155394261861,,,,,,,,94.0295,,,,,,,,,,,,,,,9.795,,,,,,,,,,,10.5668,,,,,,,,,,,12.4982,,,,,,,,9.9314,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,42.7914
11-17-23-JI-05,Tap Water,2023-11-17 14:44:34,,-156.6814846425631,20.898976859790498,,,,,,,,87.3998,,,,,,,,,,,,,,,10.3589,,,,,,,,,,,11.9012,,,,,,,,,,,17.344,,,,,,,,18.2544,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,57.8585
11-18-23-JI-08,Tap Water,2023-11-18 11:46:01,,-156.68345801481888,20.881108552929028,,,,,,,,65.0565,,,,,,,,,,,,,,,10.1347,,,,,,,,,,,4.4659,,,,,,,,,,,2.6006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,17.2012
11-18-23-JI-15,Tap Water,2023-11-18 11:50:20,,-156.6789314702181,20.90252992471373,,,,,,,,79.2912,,,,,,,,,,,,,,,9.6291,,,,,,,,,,,8.9628,,,,,,,,,,,9.6658,,,,,,,,5.8502,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,34.1079
11-18-23-JI-12,Tap Water,2023-11-18 11:55:56,,-156.68171813389154,20.899447836466702,,,,,,,,69.3108,,,,,,,,,,,,,,,10.5367,,,,,,,,,,,9.1363,,,,,,,,,,,8.4203,,,,,,,,7.0818,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,35.1751
11-18-23-JI-01,Tap Water,2023-11-18 12:01:44,,-156.66638902065597,20.887035685616045,,,,,,,,9.3763,,,,,,,,,,,,,,,1.9829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,1.9829
