Sample ID,SampleType,DateTime Taken,Post Results,Public X,Public Y,Chloromethane (methyl chloride),Chloroethene (vinyl chloride),Bromomethane (methyl bromide),Chloroethane (ethyl chloride),Trichlorofluoromethane,Diethyl ether,"1,1-Dichloroethene",Acetone,Iodomethane,Carbon disulfide,3-Chloropropene (allyl chloride),Methylene chloride (DCM),"trans-1,2-Dichloroethene",Methyl tert-butyl ether (MTBE),"1,1-Dichloroethane","2,2-Dichloropropane","cis-1,2-Dichloroethene",2-Butanone (MEK),Methyl acrylate,Methacrylonitrile,Bromochloromethane,Tetrahydrofuran,Trichloromethane (chloroform),"1,1,1-Trichloroethane",1-Chlorobutane (butyl chloride),Carbon tetrachloride,"1,1-Dichloropropene",Benzene,"1,2-Dichloroethane",Trichloroethene,"1,2-Dichloropropane",Dibromomethane,Methyl methacrylate,Bromodichloromethane,2-Nitropropane,"cis-1,3-Dichloropropene",4-Methyl-2-pentanone (MIBK),Toluene,"trans-1,3-Dichloropropene",Ethyl methacrylate,"1,1,2-Trichloroethane",Tetrachloroethene,"1,3-Dichloropropane",2-Hexanone,Dibromochloromethane,"1,2-Dibromoethane (EDB)",Chlorobenzene,"1,1,1,2-Tetrachloroethane",Ethylbenzene,m/p-Xylene,o-Xylene,Styrene,Bromoform,Isopropylbenzene (cumene),Bromobenzene,"1,1,2,2-Tetrachloroethane","1,2,3-Trichloropropane (TCP)","trans-1,4-Dichloro-2-butene",n-Propylbenzene,2-Chlorotoluene,"1,3,5-Trimethylbenzene",4-Chlorotoluene,tert-Butylbenzene,Pentachloroethane,"1,2,4-Trimethylbenzene",1-Methylpropylbenzene (sec-butylbenzene),"1,3-Dichlorobenzene",4-Isopropyltoluene (p-cymene),"1,4-Dichlorobenzene",n-Butylbenzene,"1,2-Dichlorobenzene",Hexachloroethane,"1,2-Dibromo-3-chloropropane (DBCP)",Nitrobenzene,"1,2,4-Trichlorobenzene","Hexachloro-1,3-butadiene",Naphthalene,"1,2,3-Trichlorobenzene",SampleType_clean,Total trihalomethanes (TTHMs)
11-18-23-JI-07,Tap Water,2023-11-18 12:01:44,,-156.66903849654574,20.883364875903215,,,,,,,,145.5361,,,,,,,,,,,,,,,43.1212,,,,,,,,,,,10.1152,,,,,,,,,,,3.0972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,56.333600000000004
11-18-23-JI-03,Tap Water,2023-11-18 12:22:31,,-156.67906979884688,20.899120214122483,,,,,,,,63.9142,,,,,,,,,,,,,,,9.3562,,,,,,,,,,,8.7816,,,,,,,,,,,8.7508,,,,,,,,5.2447,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,32.1333
11-21-KDP-1,Tap Water,2023-11-21 00:00:00,,,,,,,,,,,83.6296,,,,,,,,,,,,,,,1.2905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,1.2905
11-21-KDP-2,Tap Water,2023-11-21 00:00:00,,-156.32305592454654,20.733098382894884,,,,,,,,8.2131,,,,,,,,,,,,,,,1.2389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,1.2389
11-21-KDP-4,Tap Water,2023-11-21 00:00:00,,-156.32857290037776,20.737829531420893,,,,,,,,48.5145,,,,,,,,,,,,,,,1.3178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,1.3178
11-22-KDP-1,Tap Water,2023-11-22 00:00:00,,-156.32641889828236,20.73899895798811,,,,,,,,66.0209,,,,,,,,,,,,,,,1.6202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,1.6202
11-22-KDP-2,Tap Water,2023-11-22 00:00:00,,-156.32839275433298,20.738068932323905,,,,,,,,26.891,,,,,,,,,,,,,,,1.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,1.386
11-22-KDP-4,Tap Water,2023-11-22 00:00:00,,-156.30432752353053,20.76108513169053,3.332,,,,,,,48.9594,,1.5851,,,,,,,,3.1595,,,,1.0136,2.9985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,2.9985
12-8-KDP-1,Tap Water,2023-12-08 15:27:52,,-156.32606622261085,20.74051157084245,,,,,,,,6.4859,,,,,,,,,,1.964,,,,,2.716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,2.716
12-8-KDP-2,Tap Water,2023-12-08 16:09:24,,-156.32844968837748,20.78623687971287,,,,,,,,5.5471,,,,,,,,,,2.0961,,,,,2.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,2.193
12-4-KDP-1,Tap Water,2023-12-08 22:22:31,,-156.31010316015275,20.775549491571805,,,,,,,,4.9246,,,,,,,,,,,,,,,31.0698,,,,,,,,,,,5.1432,,,,,,,,,,,1.4889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,37.7019
12-6-KDP-1,Tap Water,2023-12-08 22:24:49,,-156.30781923610638,20.77524692350514,,,,,,,,1.9807,,,,,,,,,,,,,,,18.8322,,,,,,,,,,,2.663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,21.4952
12-8-KDP-4,Tap Water,2023-12-08 22:32:40,,-156.32589781987463,20.786262441131303,,,,,,,,5.8998,,,,,,,,,,2.4563,,,,,2.5564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,2.5564
12-8-KDP-8,Tap Water,2023-12-08 22:39:22,,-156.3259791578217,20.790429589090618,,,,,,,,7.6464,,,,,,,,,,,,,,,3.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,3.0004
12-12-23-JI-02,Tap Water,2023-12-12 09:11:03,,-156.6865934185351,20.882429058805403,,,,,,,,106.3395,,,,,,,,,,,,,,,6.6138,,,,,,,,,,,5.2137,,,,,,,,,,,3.3696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,15.197100000000002
12-13-23-JI-02,Tap Water,2023-12-13 13:55:35,,-156.68464637699097,20.884503013724675,,,,,,,,68.3729,,,,,,,,,,,,,,,11.6138,,,,,,,,,,,8.1751,,,,,,,,,,,5.1171,,,,,,,,1.1941,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,26.100099999999998
12-13-23-JI-03,Tap Water,2023-12-13 13:57:42,,-156.67832183521767,20.884886966116035,,1.6691,,,,,,91.5264,,,,,,,,,,,,,,,14.5194,,,,,,,,,1.0689,,4.6318,,,,,,,,,,,3.5132,,,,,,,,9.6623,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,32.3267
12-14-23-JI-01,Tap Water,2023-12-14 11:04:58,,-156.68547943784895,20.951692751466584,,,,,,,,75.4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6961,,,,,,,,16.1471,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,17.8432
12-14-23-JI-02,Tap Water,2023-12-14 11:07:02,,-156.6660924488119,20.884011497289315,,,,,,,,74.0075,,,,,,,,,,3.005,,,,,12.7838,,,,,,,,,,,3.5263,,,,,,,,,,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,17.6801
12-28-23-JI-02,Tap Water,2023-12-29 15:06:58,,-156.68650375948323,20.879288877318764,,,,,,,,35.7211,,,,,,,,,,6.8379,,,,5.7213,46.6734,,,,,,,,,,,14.2597,,,,,,,,,,,5.1963,,,,,,,,1.3992,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,67.5286
12-28-23-JI-07,Tap Water,2023-12-29 15:18:22,,-156.68252453841032,20.898179154387744,,,,,,,,26.2868,,,,,,,,,,,,,,,31.4676,,,,,,,,,,,12.1955,,,,,,,,,,,5.423,,,,,,,,1.3856,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,50.4717
01-03-KDP-2,Tap Water,2024-01-03 02:15:00,,-156.3154580324064,20.7785126893887,,,,,,,,7.273,,,,,,,,,,,,,,,33.3143,,,,,,,,,,,2.9064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,36.2207
01-04-KDP-1,Tap Water,2024-01-04 04:45:00,,-156.31060399852177,20.773586377924772,,,,,,,,3.6465,,,,,,,,,,,,,,,53.5779,,,,,,,,,,,4.8475,,,,,,,,,,,1.8328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,60.2582
01-04-KDP-3,Tap Water,2024-01-04 23:15:58,,-156.30770574513326,20.77255718038743,,,,,,,,12.4937,,,,,,,,,,,,,,,2.8865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,2.8865
01-04-KDP-4,Tap Water,2024-01-04 23:16:58,,-156.304289389271,20.775802441876593,,,,,,,,10.9364,,,,,,,,,,,,,,,2.1174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,2.1174
01-04-KDP-5,Tap Water,2024-01-04 23:17:58,,-156.3088539870977,20.77561391546407,,,,,,,,11.9606,,,,,,,,,,,,,,,2.0572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,2.0572
01-04-KDP-6,Tap Water,2024-01-04 23:18:58,,-156.30733126026462,20.772157589757267,,,,,,,,11.0113,,,,,,,,,,,,,,,1.3474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,1.3474
01-19-KDP-02,Tap Water,2024-01-19 00:00:00,,-156.27857049187793,20.821518359839377,,,,,,,,17.8211,,,,,,,,,,,,,,,2.5941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,2.5941
01-19-KDP-03,Tap Water,2024-01-19 00:00:00,,-156.28810277563153,20.83822363755598,,,,,,,,10.7805,,,,,,,,,,,,,,,26.3917,,,,,,,,,,,1.7121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,28.1038
01-19-KDP-05,Tap Water,2024-01-19 00:00:00,,-156.2876002870354,20.837863769504473,,,,,,,,8.0895,,,,,,,,,,,,,,,72.2637,,,,,,,,,,,3.9523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,76.216
01-19-KDP-07,Tap Water,2024-01-19 00:00:00,,-156.2895142505127,20.84028669720903,,,,,,,,11.5702,,,,,,,,,,,,,,,42.3325,,,,,,,,,,,3.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,45.727500000000006
01.26.KDP.02,Tap Water,2024-01-26 00:00:00,,-156.30992080669097,20.770127260359228,,,,,,,,13.5666,,,,,,,,,,,,,,,2.3864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,2.3864
01.26.KDP.03,Tap Water,2024-01-26 00:00:00,,-156.31504040603252,20.78241133938957,,,,,,,,15.4965,,,,,,,,,,,,,,,32.0745,,,,,,,,,,,2.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,34.262
01.26.KDP.05,Tap Water,2024-01-26 00:00:00,,-156.3283494552629,20.76086654449068,,,,,,,,10.3418,,,,,,,,,,,,,,,2.2812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,2.2812
02-02-KDP-01,Tap Water,2024-02-02 00:00:00,,-156.29549771277263,20.824757203345087,,,,,,,,30.7675,,,,,,,,,,11.9443,,,,4.2593,14.1576,,,,,,,,,,,2.1692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,16.3268
02-02-KDP-03,Tap Water,2024-02-02 00:00:00,,-156.33031985224562,20.82214310024373,,,,,,,,29.0611,,,,,,,,,,,,,,,65.6697,,,,,,,,,,,7.2363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,72.906
02-02-KDP-04,Tap Water,2024-02-02 00:00:00,,-156.33710125455713,20.84226120726345,,,,,,,,16.3557,,,,,,,,,,,,,,1.0283,15.7621,,,,,,,,,,,6.368,,,,,,,,,,,4.4943,,,,,,,,1.3927,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,28.0171
02-01-24-JI-01,Tap Water,2024-02-14 08:53:57,,-156.68285460836933,20.89629890947469,,,,,,,,222.4879,,,,,,,,,,,,,,4.2433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,0.0
02-13-24-JI-01,Tap Water,2024-02-14 09:06:30,,-156.68781037909775,20.92206797036261,,,,,,,,42.6607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8007,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,9.8007
02-15-24-JI-01,Tap Water,2024-02-15 15:30:24,,-156.66535798134885,20.997985386000636,,,,,,,,18.5893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8392,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,3.8392
02-15-24-JI-02,Tap Water,2024-02-15 15:36:49,,-156.67989645572797,20.97351783992957,,,,,,,,30.3059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1567,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,3.1567
02-15-24-JI-04,Tap Water,2024-02-15 15:42:08,,-156.687491110012,20.952418916043403,,,,,,,,135.6055,,,,,,,,,,,,,,1.0728,9.7184,,,,,,,,,,,6.3924,,,,,,,,,,,2.8779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,18.9887
02-15-24-JI-05,Tap Water,2024-02-15 15:43:53,,-156.69327454479568,20.93822744795824,,,,,,,,57.6807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7098,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,3.7098
02-15-24-JI-07,Tap Water,2024-02-15 16:19:13,,-156.67402900150844,20.870390073150404,,,,,,,,54.9738,,,,,,,,,,,,,,,12.9917,,,,,,,,,,,8.4324,,,,,,,,,,,4.0616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,25.4857
02-15-24-JI-08,Tap Water,2024-02-15 16:20:49,,-156.68238686828457,20.904075590038826,,,,,,,,130.0185,,,,,,,,,,10.9188,,,,21.3129,15.9962,,,,,,,,,,,9.8964,,,,,,,,,,,4.5387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,30.4313
02-15-24-JI-09,Tap Water,2024-02-15 16:21:56,,-156.68553687013454,20.904532990914433,,,,,,,,64.0366,,,,,,,,,,,,,,,14.6579,,,,,,,,,,,9.1268,,,,,,,,,,,4.1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,27.900799999999997
2-22-CKS-1,Tap Water,2024-02-22 10:43:49,,-156.47767786575093,20.89176243068539,,,,,,,,20.3834,,,,,,,,,,2.0299,,,,,1.4451,,,,,,,,,,,2.69,,,,,,,,,,,5.0437,,,,,,,,4.6441,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,13.8229
03-09-KDP-01,Tap Water,2024-03-09 13:50:00,,-156.33390876228992,20.78054168133833,,,,,,,,6.9276,,,,,,,,,,,,,,,42.8943,,,,,,,,,,,4.3879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,47.2822
03-11-KDP-01,Tap Water,2024-03-11 09:23:00,,-156.30756458974955,20.778221129295513,,,,,,,,6.0619,,,,,,,,,,,,,,1.2831,6.1464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,6.1464
03-11-KDP-04,Tap Water,2024-03-11 09:23:00,,-156.33309557430013,20.793144550303506,,,,,,,,8.9198,,,,,,,,,,,,,,,55.4868,,,,,,,,,,,5.1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,60.5919
03-11-24-JI-01,Tap Water,2024-03-11 11:31:06,,-156.68603736182752,20.88192582580181,,,,,,,,56.2946,,,,,,,,,,,,,,,11.8033,,,,,,,,,,,7.0802,,,,,,,,,,,4.9391,,,,,,,,1.258,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,25.0806
03-11-24-02-JI,Tap Water,2024-03-11 11:42:47,,-156.68371229266145,20.885024941174667,,,,,,,,46.5322,,,,,,,,,,,,,,,11.9277,,,,,,,,,,,7.6614,,,,,,,,,,,5.1763,,,,,,,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,26.135400000000004
03-20-CDS-01,Tap Water,2024-03-20 10:50:02,,-156.68500005269036,20.881677554467608,,,,,,,,31.5283,,,,,,,,,,2.4416,,,,,13.7614,,,,,,,,,,,4.3442,,,,,,,,,,,4.557,,,,,,,,5.1633,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,27.8259
03-20-CDS-03,Tap Water,2024-03-20 11:13:47,,-156.68113250844104,20.884616044642335,,,,,,,,22.9662,,,,,,,,,,2.4207,,,,,27.5275,,,,,,,,,,,14.2901,,,,,,,,,,,9.0946,,,,,,,,2.8508,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,53.763000000000005
03-20-CDS-05,Tap Water,2024-03-20 00:00:00,,-156.6818522216562,20.881050521579084,,,,,,,,28.6002,,,,,,,,,,2.1292,,,,,6.5146,,,,,,,,,,,6.0941,,,,,,,,,,,4.5072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,17.1159
03-20-CDS-06,Tap Water,2024-03-20 00:00:00,,-156.68245847758598,20.88118359480879,,,,,,,,16.7905,,,,,,,,,,4.4012,,,,,6.0248,,,,,,,,,,,3.8225,,,,,,,,,,,3.0269,,,,,,,,1.3175,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,14.1917
03-20-CDS-08,Tap Water,2024-03-20 00:00:00,,-156.6855499002866,20.884544173017396,,,,,,,,24.5925,,,,,,,,,,2.0694,,,,,11.5382,,,,,,,,,,,5.978,,,,,,,,,,,5.6977,,,,,,,,2.4946,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,25.7085
3-20-24-JI-01,Tap Water,2024-03-20 16:21:40,,-156.68324035773173,20.881829719319462,,,,,,,,28.274,,,,,,,,,,,,,,,6.9262,,,,,,,,,,,6.4527,,,,,,,,,,,5.1477,,,,,,,,1.1222,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,19.6488
3-20-24-JI-13,Tap Water,2024-03-20 15:03:56,,-156.6846300124524,20.880749962944893,,,,,,,,14.5428,,,,,,,,,,,,,,,7.4625,,,,,,,,,,,6.8752,,,,,,,,,,,5.2489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,19.5866
3-20-24-JI-15,Tap Water,2024-03-20 15:01:47,,-156.68200281222403,20.881701177549665,,,,,,,,13.4308,,,,,,,,,,,,,,,11.38,,,,,,,,,,,9.174,,,,,,,,,,,6.881,,,,,,,,2.0313,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,29.466300000000004
3-20-24-JI-17,Tap Water,2024-03-20 15:00:00,,-156.68514375053084,20.881551478732955,,,,,,,,13.5932,,,,,,,,,,,,,,,6.543,,,,,,,,,,,6.3845,,,,,,,,,,,4.8734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,17.8009
03-29-KDP-01,Tap Water,2024-03-29 13:12:56,,-156.3500846632397,20.706830825133483,,,,,,,,9.725,,,,,,,,,,,,,,,3.0877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,3.0877
03-29-KDP-03,Tap Water,2024-03-29 13:15:40,,-156.35352348751064,20.707132260999177,,,,,,,,14.5938,,,,,,,,,,,,,,1.3787,4.3261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,4.3261
03-29-KDP-04,Tap Water,2024-03-29 13:35:09,,-156.34867620526188,20.706490561111295,,,,,,,,9.1735,,,,,,,,,,,,,,,1.8535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,1.8535
03-29-KDP-06,Tap Water,2024-03-29 14:19:16,,-156.3383724890998,20.71825568209154,,,,,,,,13.413,,,,,,,,,,,,,,,2.5214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,2.5214
03-29-KDP-08,Tap Water,2024-03-29 14:28:33,,-156.33760090314328,20.727254641383304,,,,,,,,8.5205,,,,,,,,,,,,,,1.4956,1.7981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,1.7981
03-29-KDP-09,Tap Water,2024-03-29 15:09:05,,-156.3377468903483,20.72404954898818,,,,,,,,8.5803,,,,,,,,,,,,,,,1.7401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,1.7401
03-29-KDP-11,Tap Water,2024-03-29 15:32:56,,-156.3514143672672,20.70898636894454,,,,,,,,9.1354,,,,,,,,,,,,,,,1.8547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,1.8547
03-05-KDP-01,Tap Water,2024-04-05 15:36:01,,-156.3078259040537,20.76957657320921,,,,,,,,11.5514,,,,,,,,,,,,,,,1.7808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,1.7808
03-05-KDP-03,Tap Water,2024-04-05 15:53:00,,-156.3377749180373,20.782709633911924,,,,,,,,13.901,,,,,,,,,,,,,,,60.4599,,,,,,,,,,,7.0218,,,,,,,,,,,2.651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,70.1327
03-05-KDP-05,Tap Water ,2024-04-05 16:44:00,,-156.37936626206837,20.69373292704653,,,,,,,,7.6763,,,,,,,,,,,,,,,1.7993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,1.7993
03-05-KDP-08,Tap Water,2024-04-05 17:32:00,,-156.31540880888917,20.75082882558993,,,,,,,,16.5787,,,,,,,,,,,,,,,1.6754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,1.6754
03-05-KDP-10,Tap Water,2024-04-05 17:32:00,,-156.31462338969706,20.75066892169283,,,,,,,,7.6502,,,,,,,,,,,,,,,1.7331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,1.7331
03-05-KDP-12,Tap Water,2024-04-05 18:00:00,,-156.3425690426994,20.720041520855965,,,,,,,,15.5772,,,,,,,,,,,,,,,1.8314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,1.8314
4-11-24-JI-01,Tap Water,2024-04-11 09:36:06,,-156.68289518725695,20.892866378321077,,,,,,,,31.8144,,,,,,,,,,,,,,,17.9315,,,,,,,,,,,6.5972,,,,,,,,,,,5.6352,,,,,,,,4.7779,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,34.9418
4-11-24-JI-02,Tap Water,2024-04-11 09:38:09,,-156.67978086260334,20.892082894843792,,,,,,,,9.4019,,,,,,,,,,,,,,,6.0674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,6.0674
4-11-24-JI-03,Tap Water,2024-04-11 09:39:43,,-156.68348443756778,20.895003767004972,,,,,,,,15.8808,,,,,,,,,,,,,,1.0666,7.6734,,,,,,,,,6.1698,,,,,,,,,,,,,,,,,,,,,5.8167,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,13.4901
4-11-24-JI-04,Tap Water,2024-04-11 09:40:43,,-156.68287657727177,20.895736799478776,,,,,,,,17.2499,,,,,,,,,,,,,,,7.6913,,,,,,,,,5.3198,,,,,,,,,,,,,,,,,,,,,5.1164,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,12.8077
4-12-24-JI-01,Tap Water,2024-04-12 00:00:00,,,,,,,,,,,9.6233,,,,,,,,,,,,,,,8.8237,,,,,,,,,,,4.4847,,,,,,,,,,,3.3518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,16.6602
4-12-24-JI-02,Tap Water,2024-04-12 00:00:00,,,,,,,,,,,20.0739,,,,,,,,,,,,,,,16.918,,,,,,,,,,,8.9773,,,,,,,,,,,6.0055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,31.900799999999997
4-12-KDP-01,Tap Water,2024-04-12 09:22:30,,-156.31645906486062,20.78249964026265,,,,,,,,21.0758,,,,,,,,,,,,,,,14.2275,,,,,,,,,,,2.7958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tap water,17.0233
